,game_id,title,description,score,date,img_url
458,459,Homeworld Remastered Collection,"Assume control of your fleet and assemble an armada across more than thirty single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",86,2015-02-25,https://static.metacritic.com/images/products/games/8/7d7dd95c43f31353224cb9d2da7c5c7d-98.jpg
459,460,CrossCode,"A retro-inspired 2D Action RPG set in the distant future. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.",86,2018-09-20,https://static.metacritic.com/images/products/games/0/80aaea73f8f32727e31d40c1038fb7f5-98.jpg
460,461,Galactic Civilizations II: Dread Lords,Galactic Civilizations II: Dread Lords is the sequel to Stardock's hit turn-based strategy game. Galactic Civilizations is a strategy game that takes place in the distant future where mankind has become a space-faring civilization and now must contend with other galactic powers who strive for domination in the galaxy. The basic concept behind Galactic Civilizations II is the same as the first one -- to build an interstellar civilization. [Strategy First],86,2006-02-21,https://static.metacritic.com/images/products/games/7/62292488057739a1835ef2201010867a-98.jpg
461,462,Wolfenstein II: The New Colossus,"Wolfenstein II: The New Colossus is the highly anticipated sequel to the critically acclaimed, Wolfenstein: The New Order developed by the award-winning studio MachineGames. An exhilarating adventure brought to life by the industry-leading id Tech 6, Wolfenstein II sends players to Nazi-controlled America on a mission to recruit the boldest resistance leaders left. Fight the Nazis in iconic American locations, equip an arsenal of badass guns, and unleash new abilities to blast your way through legions of Nazi soldiers in this definitive first-person shooter. America, 1961. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka Terror-Billy, member of the Resistance, scourge of the Nazi empire, and humanitys last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution.",86,2017-10-27,https://static.metacritic.com/images/products/games/9/ee9c1910de7c9c4f1c10ec69259382ed-98.jpg
462,463,Tomb Raider,An intense and gritty story of the origins of the infamous Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,86,2013-04-03,https://static.metacritic.com/images/products/games/9/e4c7dbc585abaa821cfabfd32507b834-98.jpg
463,464,Star Trek: Voyager Elite Force,"As Lt. Tuvok, you'll leap into action to defend the Voyager from assault, battle through derelict spacecraft, infiltrate a Borg cube, and take on the ultimate colonization force -- all while facing annihilation at every turn. No one said being a hero was easy.  [Activision]",86,2000-09-20,https://static.metacritic.com/images/products/games/3/9e559036112cbef613950fb591886b6e-98.jpg
464,465,Nioh 2: The Complete Edition,Battle hordes of yokai in this masocore Action RPG. Create your protagonist and embark on an adventure through a myriad of locales across Japan during the Sengoku period. Utilize the new Yokai Shift ability to defeat even the most ferocious yokai and be prepared to brave through Dark Realms created by your enemies.,86,2021-05-02,https://static.metacritic.com/images/products/games/8/6c92a466df24d8c744bf23c64b494393-98.jpg
465,466,Worldwide Soccer Manager 2008,"(Also known as ""Worldwide Soccer Manager 2008"")  Football Manager returns before Christmas packed full of new features for fans of the much-acclaimed series from Sports Interactive to feast their eyes on. Transfer Center - A new way of managing all current transfer and loan bids for your club, both incoming and outgoing, making it easier to compare bids and reject or accept them. Finance Revamp - Sports Interactive have updated the finance area of Football Manager 2008 to better reflect the ever-changing modern football world. More information is available to the manager too, including, but not limited to, corporate matchday income, season ticket news, investment funds, improved sponsorships, collective win bonuses and the ability to move around funds from the wage budget and transfer budget (and vice versa) at any point to help you in your quest for the ideal squad. International Management - The international management gameplay has been completely revamped for Football Manager 2008, including, but not limited to, media improvements, international retirements, player interaction, international scouting, improved national pool selection, captain selection and a separation of international and club morale for players. Match Flow - The largest change to matchdays in a Sports Interactive game since the introduction of the 2D match engine. Match flow brings more atmosphere to matchdays with match previews, team talks, opposition player instructions, the match itself, half time and post match now seamlessly following on from one another. There's no more pausing to make tactical changes and you'll find a mini-radar pitch whilst making those tactical changes to keep you in touch with what's going on in the match. [Sega Europe]",86,2007-10-23,https://static.metacritic.com/images/products/games/4/388103246f1b75504e11b3beeb088650-98.jpg
466,467,IL-2 Sturmovik: Forgotten Battles,"With 20 new single player missions and 10 new cooperative multiplayer missions, and a new dynamic campaign system, Forgotten Battles expands the aerial battlefield for IL-2 owners, adding almost limitless replayability. The expansion pack also adds 27 new flyable planes, and 12 new AI controlled aircraft to faithfully recreate the WWII aerial combat experience.",86,2003-02-03,https://static.metacritic.com/images/products/games/9/2add28e77291c467fa3a4485f680069c-98.jpg
467,468,F1 2016,"Includes the full 2016 season calendar of 21 tracks, including the brand new Baku circuit in Azerbaijan, and the full roster of 22 drivers and 11 teams, including the new Haas F1 Team. F1 2016 immerses you in not only the on-track excitement of a FORMULA ONE career, including the inclusion of the iconic Safety Car and also the Virtual Safety Car for the first time, but also uniquely offers the drama and vehicle development that goes on behind the scenes. Work with your agent, engineer and team to develop your car in the deepest ever career experience, spanning up to ten seasons. Forge your own path to glory, and rise to be the champion.",86,2016-08-19,https://static.metacritic.com/images/products/games/7/7ac20013986c3d47471098044eb8cb73-98.jpg
468,469,DiRT 3,"DiRT 3 will boast more cars, more locations, more routes and more events than any other game in the series, including over 50 rally cars representing the very best from five decades of the sport.  DiRT 3 delivers mud, sweat and gears world over: from the intense weather-beaten rally stages of Europe, Africa and the US, to executing performance driving showcases and career challenges where car control is pushed to spectacular limits.",86,2011-05-23,https://static.metacritic.com/images/products/games/1/248cd6c00066e111226ed17d922d51a5-98.jpg
469,470,Devotion,"Devotion is a first-person atmospheric horror game depicting the life of a family shadowed by religious belief. Explore a 1980s Taiwan apartment complex lost in time gradually shift into a hellish nightmare. Delve into the vows each member of the family has made, and witness their devotion.",86,2019-02-19,https://static.metacritic.com/images/products/games/6/a0334d40278a5b26fbfe416b760be78d-98.jpg
470,471,Links 2001,"Features an all-new graphics rendering engine, perfected ball physics, new tour players and courses, and the new Arnold Palmer Course Designer (APCD).  [Microsoft]",86,2000-10-24,https://static.metacritic.com/images/products/games/6/fdd78fc7f1b4ac15d19a60b5d459e64a-98.jpg
471,472,Europa Universalis III: Heir to the Throne,"The historical strategy game features new content and features across the board including: Brand new Casus Belli system, where wars have specific goals from start to finish. Monarchs now belong to dynasties, with new influence on the diplomatic model. Increased Holy Roman Empire and Papacy options for more powerful ruling. New diplomatic options for Merchant Republics. Enhanced ""Cultural Tradition"" and recruitment of specific advisor types. [Paradox Interactive]",86,2009-12-15,https://static.metacritic.com/images/products/games/5/b13eb68ab10cce39cc6ed493c2eef2d3-98.jpg
472,473,Age of Wonders II: The Wizard's Throne,"Delivering an invigorating mix of Empire Building, Role-playing, and Warfare, Age Of Wonders II offers the ultimate in fantasy turn-based strategy. Explore a world full of mythical creatures and mysterious lands. Build an impressive force as an all-powerful Wizard through dangerous perils and exhilarating challenges. Now is your time to embrace your destiny and take your rightful place at the head of the Circle, forever. [GodGames]",86,2002-12-06,https://static.metacritic.com/images/products/games/3/3f18ab31e9721089be8134bf3dfbf347-98.jpg
473,474,Full Throttle,"You're Ben--beaten, framed for murder and left for dead on the roadside. You've got a lump on your back and a feeling in your gut that the road you're on is about to get a lot rougher. Full Throttle features an amazingly simple interface and fast-paced action. Brilliant graphics and animation provide a strong cartoon feel, while the voice acting is powerful and cinematic. Players find themselves racing to the finish to help Ben find the bad guys.",86,1995-04-30,https://static.metacritic.com/images/products/games/4/a326d3d1a420ccbe350481b09d67bc69-98.jpg
474,475,Unreal Tournament 2003,"Reload with Unreal Tournament 2003 - the sequel to 1999's multiple 'Game of the Year' award winner - ""Unreal Tournament."" Using the latest Unreal technology, Unreal Tournament 2003 takes you to the merciless arenas of the future, where elite warriors rely on skill, speed, cunning and awesome firepower to demonstrate their style and become the ultimate champion. [Infogrames]",86,2002-09-30,https://static.metacritic.com/images/products/games/5/40d44f0951ca39c2e81a0d87091c4469-98.jpg
475,476,EverQuest: The Ruins of Kunark,"An entire world with its own diverse species, economic systems, alliances, and politics awaits you. Choose from a variety of races and classes, and begin your quest in any number of cities or villages throughout several continents. From there, equip yourself for adventure, seek allies and knowledge, and head out into a rich world of dungeons, towers, crypts, evil abbeys -- anything conceivable -- even planes and realities beyond your imagination. Learn skills, earn experience, acquire treasure and equipment, meet friends and encounter enemies. A multitude of quests and adventures await, but you choose your role, you define your destiny. [Sony Online Entertainment]",86,2000-03-24,https://static.metacritic.com/images/products/games/4/8027e7a882d2477c845a8b003f980cde-98.jpg
476,477,The Lord of the Rings Online: Shadows of Angmar,"The only massively-multiplayer role-playing game set in J.R.R. Tokien's Middle-earth. Travel with your Fellowship in the fight against the forces of Sauron. Across the wide lands of Middle-earth, the Free Peoples must face the threatening Shadow growing in the East. All of Mordor is stirring as Sauron dispatches the NazgÃ»l to hunt for the Ring. The rumor of war brings forth many eager adventurers who will find their place among the great events of the Third Age. High deeds call to the willing, for their time is at hand. Hundreds of thousands of people will enter the perpetual world of Middle-earth for the very first time. Prepare yourself to choose a path amongst the likes of Elves, Dwarves, and Humans. Will you choose to fight for the things that bring peace to the land or will you add to the corruption of Middle-earth as the forces of Sauron move swiftly to extinguish all that is good? [Turbine]",86,2007-04-24,https://static.metacritic.com/images/products/games/9/b65e289519e0060248bcfb897569dc20-98.jpg
477,478,Desperados III,"On his epic journey through 1870s USA and Mexico, John Cooper will have to take responsibility for mistakes that have been made in the past. On his quest for redemption, Cooper joins forces with the runaway bride Kate O'Hara, shady Arthur ""Doc"" McCoy, the giant trapper Hector and a mysterious lady from New Orleans. They make their way from the mountains of Colorado to the heart of Louisiana, then finally to New Mexico, right back into Cooper's past.

You take control of this ragtag band becoming a highly functional group of unlikely heroes and heroines. The leader of his team is Cooper, drifter and gunslinger, who can kill quietly with a knife or take out multiple foes with his revolvers. Strongman Hector carries a giant beartrap and can slay the toughest opponents with his trusty axe. Cold-blooded bounty hunter McCoy likes to be methodical, using lures, knockout gas, poison syringes and a custom long-range pistol. Kate can fool almost any man with the right outfit and kill discretely with her hidden gun.

Combine your specialists to overcome tough challenges in many different ways. Plan your moves wisely and execute them perfectly in real-time to sneak past your enemies while remaining undetected.",86,2020-06-16,https://static.metacritic.com/images/products/games/2/0bae8084d91279c1af753ce3b914717c-98.jpg
478,479,"Warhammer 40,000: Dawn of War","Warhammer 40,000: Dawn of War is a science fiction real-time strategy (RTS) game set in the violent, post-apocalyptic universe of the 41st Millennium. Utilizing the exceptional game design skills of Relic Entertainment, Dawn of War provides an immersive entertainment experience of epic proportions. Command hardened troops, deadly vehicles and high tech weaponry with one goal in mind, the complete extermination of the opposition. Whether you lead Humanity's finest - the Space Marines, the diabolic and villainous traitors of man - the Chaos Space Marines, the brutal and savage beasts - the Orks, or the psychic and technologically advanced alien warriors - the Eldar, you control the action and the fate of your race! [THQ]",86,2004-09-20,https://static.metacritic.com/images/products/games/0/aa001c1b883880267fc49997edd53eb6-98.jpg
479,480,Pony Island,"Pony Island is a suspense puzzle game in disguise. You are in limbo, trapped in a malevolent and malfunctioning arcade machine devised by the devil himself.",86,2016-04-01,https://static.metacritic.com/images/products/games/7/ae2008bdac56cef09541b43a81e8ee07-98.jpg
480,481,Mass Effect 2: Overlord,"(Downloadable Content)  Keep a powerful hybrid VI intelligence – and the geth it has unleashed upon a planet – from wreaking havoc across the galaxy! Overlord includes 5 new levels, exciting ground combat and Hammerhead missions, and all-new achievements. [Xbox.com]",86,2010-06-15,https://static.metacritic.com/images/products/games/3/fd441c69f52848815ff577a200199b53-98.jpg
481,482,NBA 2K12,The NBA 2k Franchise is back with NBA 2K12.,86,2011-04-10,https://static.metacritic.com/images/products/games/3/5c99fd1371798d97e195c0bf21e40245-98.jpg
482,483,Warhammer Online: Age of Reckoning,"It is a desperate time for the Emperor. A terrible Chaos Plague defiles his lands, ravaging the populace and weakening his armies. Meanwhile, the Dwarf holds in the nearby World's Edge Mountains have come under siege by a massive greenskin horde. Honor-bound by an ancient oath, the ruler of the greatest nation of men in the Old World has dispatched several regiments to assist the embattled Dwarfs, further depleting the Empire's already thin defenses. In this dark hour, a new threat appears. Under a sky darkened by a crimson eclipse, a great warhost erupts from the wastelands of the north. Bearing the banner of Tzeentch, Changer of the Ways, the army of Chaos marches south for the borders of the Empire, crushing everything in its path. With the Dwarfs fighting desperately to slow the ferocious greenskin ""Waaagh!"", the Emperor realizes that his only hope of defeating the encroaching legions of Chaos lies with the High Elves of Ulthuan. Upon receiving the Emperor's dire plea for help, Finubar, Phoenix King of the High Elves, sets sail at the head of a mighty fleet of warships laden with battalions of High Elf warriors. [Mythic Entertainment]",86,2008-09-16,https://static.metacritic.com/images/products/games/2/a07356496d066f691759a7c71f302689-98.jpg
483,484,Dead Space (2008),"In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]",86,2008-10-20,https://static.metacritic.com/images/products/games/1/e5607b646bccca10bbf1e435451044e6-98.jpg
484,485,PlayerUnknown's Battlegrounds,PLAYERUNKNOWN'S BATTLEGROUNDS is a last-man-standing shooter being developed with community feedback. Players must fight to locate weapons and supplies in a massive 8x8 km island to be the lone survivor. This is BATTLE ROYALE.,86,2017-12-20,https://static.metacritic.com/images/products/games/0/4a7625374651193db62dd1b8c40efdc5-98.jpg
485,486,Thumper,Thumper is a rhythm violence game. It combines classic rhythm-action with breakneck speed and brutal physicality.,86,2016-10-10,https://static.metacritic.com/images/products/games/9/6abf9b2ea31b2ed36aead9d881982511-98.jpg
486,487,Bionic Commando: Rearmed,"Bionic Commando Rearmed sees a return of the intense 2D side-scrolling, shooting, and grappling action from the much-loved 1988 Bionic Commando on the Nintendo Entertainment System. Bionic Commando Rearmed brings the amazing gameplay up to date with new visuals, new weapons, online rankings, a reworked musical score, and the addition of a two-player co-op mode. Local multiplayer mode for up to four players. Total modern visual revamp, including dynamic shadows, particle effects, and environmental damage. Reworking of musical score. Cross-game interoperability - complete specific parts of Bionic Commando Rearmed to unlock new content and hints for the Bionic Commando sequel. In-game art designed by one of Capcom's most talented artists, Toshiaki Mori. [Capcom]",86,2008-08-13,https://static.metacritic.com/images/products/games/2/3d3f47421570079c92bbba6f40885c4d-98.jpg
487,488,Monster Train,"Monster Train is a strategic roguelike deck building game with a twist. Set on a train to hell, you’ll use tactical decision making to defend multiple vertical battlegrounds. With real time competitive multiplayer and endless replayability, Monster Train is always on time.",86,2020-05-21,https://static.metacritic.com/images/products/games/3/35d08f947c46bcd3e4b1392ea88f9579-98.jpg
488,489,Command & Conquer: Red Alert 2 - Yuri's Revenge,"This Red Alert 2 Expansion Pack finds Yuri ready for world domination in a post-peace treaty, free world. Refining his mind-control technologies, he's created an army of terrors, from mind-controlling tanks to long-range psychics, whose brains are their biggest weapons.  Play as Allies or Soviets, and take on Yuri in Hollywood, Egypt -- even the moon -- in 14 new solo campaign missions. [Westwood Studios]",86,2001-10-10,https://static.metacritic.com/images/products/games/0/81afdb2ef323533145e189221f39a7ed-98.jpg
489,490,Europa Universalis,"In a time of hunger for power, honor, and wealth, it is your destiny to rule your country, accept new challenges, mobilize troops, build cities, and exploit your resources. The skilled will gain wealth; the less fortunate can expect poverty and disease. Do you have what it takes to change the course of history?  [Strategy First]",86,2001-02-02,https://static.metacritic.com/images/products/games/4/057edbd721517dc14779f3a97e01620c-98.jpg
490,491,Escape from Monkey Island,"A scurvy-inducing new chapter in the legendary Monkey Island adventure series unfolds in rollicking 3-D. Developed by the team who created LucasArts' irreverent classic ""Sam & Max Hit The Road,"" Escape features an original cinematic story full of drama, intrigue, and, of course, side-splitting humor. [LucasArts]",86,2000-08-11,https://static.metacritic.com/images/products/games/1/05ade681b14688bec2e503294dd466a7-98.jpg
491,492,IL-2 Sturmovik: 1946,"Oleg Maddox's Il-2 Sturmovik series of flight simulators continues to expand. The latest offering, Il-2 1946, adds 36 new planes, four new gigantic maps, over a hundred new ground objects, and nearly 200 new campaign missions. This new opus also includes all of the previous Il-2 series content. What began as a one-aircraft study sim is now an astonishing anthology, with a whopping 229 flyable aircraft and over 300 aircraft total! Not to mention that players will have the opportunity to get a first glance at the future of the series arriving next year: Storm of War Battle of Britain via exclusive bonus videos.",86,2007-03-13,https://static.metacritic.com/images/products/games/9/c2fcf8544805d29c9ce278bdf1c69cdf-98.jpg
492,493,The Case of the Golden Idol,"The Case of the Golden Idol is a wryly amusing detective game set in the 18th century, brought to life with striking hand-drawn artwork. The game tests your ability to piece together clues and reconstruct the events leading up to some mysterious deaths.

Investigate a series of mysterious deaths. Explore hand-drawn locations set in the 18th century, where some mysterious deaths have taken place.

Reconstruct the events with a unique drag-and-drop mechanic. Gather verbal evidence and visual clues, then apply your deduction skills to figure out what actually happened and how each victim died.

Explore a greater mystery that spans centuries. Start revealing a larger overarching story that connects all the individual tales.",86,2022-10-13,https://static.metacritic.com/images/products/games/5/425b33c057fee26690f5c38fce5f0f21-98.jpg
493,494,XCOM: Enemy Within,"XCOM: Enemy Within is the expansion to the 2012 strategy game XCOM: Enemy Unknown.  Enemy Within adds an array of new abilities, upgrades and weapons to combat new enemy and alien threats. This expansion pack also introduces new maps, new tactical and strategic gameplay, and new multiplayer content providing a renewed gameplay experience.",86,2013-11-11,https://static.metacritic.com/images/products/games/2/2cded4b892c847115977979d91904b6f-98.jpg
494,495,Wildermyth,"We call Wildermyth a myth-making tactical RPG. It empowers you to craft iconic characters who grow through deep, rewarding battles and interactive storytelling.",86,2021-06-15,https://static.metacritic.com/images/products/games/6/b31920909c2817cfa680cd90683b284a-98.jpg
495,496,Cook-Out: A Sandwich Tale,"Set within the cook’s cabin of a fairytale forest, Cook-Out: A Sandwich Tale is a wacky and whimsical adventure that challenges up to four players to work together to keep the orders coming for a hungry cast of enchanted creatures in this multiplayer VR title from Resolution Games. 
As players progress through increasingly hectic levels, they not only prepare meals but also need to fight off a number of nasty customers who seem absolutely set on making trouble -- like jesters who hide parts of orders, or thieves who keep pilfering ingredients. 
While the game is focused on cooperative play, solo players are able to enjoy the experience with the help of a simulated partner, making sure there’s always a team to tackle tough orders and restore the calm to this wild kitchen.",86,2020-03-09,https://static.metacritic.com/images/products/games/4/65d88d5f9e31178cd27f9ffad0665a0a-98.jpg
496,497,Titanfall 2,"In single player, Titanfall 2 delivers a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 lets fans step out onto The Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out. In multiplayer, Respawn is continuing to evolve their gameplay to provide a more robust experience that delivers expanded depth and variety that includes six new Titans, deeper Pilot abilities, more customization options, and a robust progression system that is sure to satisfy fans. [Electronic Arts]",86,2016-10-28,https://static.metacritic.com/images/products/games/0/fdf3ea933ba8423141db39d8a6ab6fdd-98.jpg
497,498,Battlefield 3: Back to Karkand,"Battlefield 3: Back to Karkand is a massive themed expansion pack featuring four of the most loved maps from Battlefield 2, boldly reimagined for Battlefield 3 with the power and destruction of the Frostbite 2 engine. It also gives you classic weapons and vehicles from Battlefield 2, unique dog tags, and all-new Assignments.",86,2011-12-13,https://static.metacritic.com/images/products/games/8/7ab08aa4a0205d4f4a46c1f0942795e8-98.jpg
498,499,Heroes of the Storm,"This free-to-play online team brawler assembles a diverse cast of characters from Blizzard’s far-flung realms of science fiction and fantasy, including the Warcraft, StarCraft, and Diablo universes, and challenges them to compete in epic, adrenaline-charged battles. Heroes of the Storm solicits players to customize heroes to suit their style and then team up with friends for some all-out mayhem. The game features an array of gameplay modes for players of every skill level, including Cooperative, in which players team up against computer-controlled opponents, and Quick Match, an accessible way to jump in and play versus others. Experienced players can also join forces against other teams of players in highly competitive, draft-style ranked play. [Blizzard]",86,2015-02-06,https://static.metacritic.com/images/products/games/9/f90c162a27d20e49edb93ddcfc0edcaa-98.jpg
499,500,Civilization III: Conquests,"Civilization III: Conquests provides Civ fans with intriguing new civilizations, units, wonders, technologies, terrain features, special abilities, and more to help them triumph in eight professionally designed conquests throughout history. These new scenarios will challenge novice and experienced players alike, in new and unique ways! Conquests also provides enhanced multiplayer and editor support. [Atari]",86,2003-04-11,https://static.metacritic.com/images/products/games/3/838825b974edc1748e233fff247e676f-98.jpg
500,501,8-Bit Adventures 2,A Retro RPG That's More Than a Throwback! 8-Bit Adventures 2 is an all-new RPG experience that mixes modern design with retro style.,86,2023-01-31,https://static.metacritic.com/images/products/games/7/7e8f04817c5bd07ac7040bb91a26d8b5-98.jpg
501,502,Path of Exile,"Path of Exile is an online Action RPG set in the dark fantasy world of Wraeclast. They're a small independent team of hardcore gamers based in New Zealand and have created Path of Exile as the game that they'd want to play themselves. It is designed around a strong barter-based online item economy, deep character customisation, competitive PvP and ladder races. The game is completely free and will never be ""pay to win"". [Grinding Gear Games]",86,2013-01-25,https://static.metacritic.com/images/products/games/4/2226db47f6e1fc3116091cb1a07ceaac-98.jpg
502,503,Battlefield: Bad Company 2 Vietnam,"Set in the 1960s, this DLC adds 4 new multiplayer maps, 15 new weapons, and six vehicles.",86,2010-12-18,https://static.metacritic.com/images/products/games/6/67209f10e60f97f515098c5ffc2562b9-98.jpg
503,504,Call of Duty: Modern Warfare Remastered,"Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite missions ""All Ghillied Up,"" ""Mile High Club,"" and ""Crew Expendable."" You'll suit up as unforgettable characters Sgt. John ""Soap"" MacTavish, Capt. John Price and more, as you battle a rogue enemy group across global hot spots from Eastern Europe and rural Russia, all the way to the Middle East. Through an engaging narrative full of twists and turns, call on sophisticated technology and superior firepower as you coordinate land and air strikes on a battlefield where speed and accuracy are essential to victory.  Additionally, team up with your friends in the online mode that redefined Call of Duty by introducing kill streaks, XP, Prestige and more in customizable, classic multiplayer modes.",86,2016-04-11,https://static.metacritic.com/images/products/games/7/2e61f4b99f7fbcbf0b48dd790a96fb69-98.jpg
504,505,Assassin's Creed II,"Assassin's Creed II is the product of over two years of intensive development by the original creative team behind the Assassin's Creed brand. In a vast open world environment, the game invites players to incarnate Ezio, a privileged young noble in Renaissance Italy who's been betrayed by the rival ruling families of Italy. Ezio's subsequent quest for vengeance plunges players into an epic story that offers more variety in missions, surprising and engaging new gameplay elements, diverse weapons and a profound character progression that appeal to fans of the original Assassin's Creed as well as entice players new to the brand. [Ubisoft]",86,2010-09-03,https://static.metacritic.com/images/products/games/5/c5d98c5752c41ec3b14f6271b2bac14d-98.jpg
505,506,ENDER LILIES: Quietus of the Knights,"ENDER LILIES is a dark fantasy 2D Action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful path, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome the hardships of your journey and reach the truth with the fallen knights.",86,2021-06-22,https://static.metacritic.com/images/products/games/8/129e221ccf8881c9e0ca89ecdb2dc3ec-98.jpg
506,507,Football Manager 2019,"In Football Manager 2019 YOU are the author of your club's success: you define the tactics and style of play, and drive player recruitment to build the ultimate squad. You take an active role on the training ground, developing your squad and fine-tuning the preparations for upcoming matches.

Then, when Match Day arrives, you take your place on the touchline, overseeing proceedings as your players cross that magical white line. Now, your footballing vision is put to the test! Will the perfect substitution or tactical tweak be the difference between an agonising defeat or an ecstatic victory?

Features:

* Test your skills in 50 of the biggest footballing countries.
* Climb to the top of the table and beyond with any one of world's top 2500 clubs.
* Play the transfer market and scout more than 500,000 real players and staff.
* Watch your unique football vision play-out on our acclaimed 3D engine.",86,2018-02-11,https://static.metacritic.com/images/products/games/3/1f94caeb8def8f566b5bcdbcbfe4ce6b-98.jpg
507,508,Day of the Tentacle Remastered,"Dr. Fred’s mutated purple tentacle is about to take over the world, and only you can stop him. Originally released by LucasArts in 1993 as a sequel to Ron Gilbert’s Maniac Mansion, Day of the Tentacle is a mind-bending, time travel, cartoon puzzle adventure game in which three unlikely friends work together to prevent an evil mutated purple tentacle from taking over the world. Now, over 20 years later, Day of the Tentacle is back in a remastered edition that features all new hand-drawn, high resolution artwork, with remastered audio, music and sound effects (which the original 90s marketing blurb described as ‘zany!’). Players are able to switch back and forth between classic and remastered modes, and mix and match audio, graphics and user interface to their heart’s desire. We’ve also included a concept art browser, and recorded a commentary track with the game’s original creators Tim Schafer, Dave Grossman, Larry Ahern, Peter Chan, Peter McConnell and Clint Bajakian.",86,2016-03-21,https://static.metacritic.com/images/products/games/0/c47228bd88aa786e4b96e614af895ca6-98.jpg
508,509,The Elder Scrolls IV: Shivering Isles,"Shivering Isles features more than 30 hours of new gameplay and allows you to explore an entirely new plane of Oblivion – the realm of Sheogorath, the Daedric Prince of Madness. Shivering Isles adds to the existing world of Oblivion so you can continue playing with your existing save game/character, or create an all new character just to explore the new content. Within the Realm of Sheogorath, players can explore the two extreme sides of the god's madness – the sublimely creative and the completely psychotic. Something is happening to the Shivering Isles and Sheogorath himself looks to you to be his champion and defend his realm and its inhabitants from destruction. Do you have the strength to survive his trials, tame a realm fraught with paranoia and despair, and wear the mantle of a God? The Shivering Isles features a bizarre landscape split between the two sides – Mania and Dementia-filled with vast, twisting dungeons mirroring the roots of the trees they are buried within. You'll encounter more than a dozen new creatures including hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites. Throughout your adventure, you will discover all new items, ingredients, spells, and more, and have the talented craftsmen of Crucible and Bliss forge new armor and weapons just for you. [Bethesda Softworks]",86,2007-03-26,https://static.metacritic.com/images/products/games/2/e22a29af220cb05b6be42f540c77509a-98.jpg
509,510,Assassin's Creed Odyssey,"Write your own epic odyssey and become a legendary Spartan hero. Forge your destiny in a world on the brink of tearing itself apart. Influence how history unfolds in an ever-changing world shaped by your choices.

Features:

* LEGENDARY SPARTAN HERO - Embark on your journey from outcast to legendary Spartan hero.
* ANCIENT GREECE AWAITS - Explore an entire country full of unexpected encounters in untamed environments and bustling ancient cities.
* CHOOSE YOUR PATH - Your choices shape the world around you. Play in a living world that constantly reacts to your every decision.
* FIGHT EPIC BATTLES - Charge into epic clashes between Sparta and Athens in battles pitting 150v150 soldiers against each other.
* SAIL THE AEGEAN SEA - Recruit crewmembers and customize your ship as you explore and battle your way on the open seas.",86,2018-02-10,https://static.metacritic.com/images/products/games/7/03968fff532c284d714fe31c4e5975ea-98.jpg
510,511,Cyberpunk 2077,"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. Assume the role of V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. Become a cyberpunk, an urban mercenary equipped with cybernetic enhancements and build your legend on the streets of Night City. Take the riskiest job of your life and go after a prototype implant that is the key to immortality.",86,2020-10-12,https://static.metacritic.com/images/products/games/9/e6f3e91d6de4757b3a81886b520b5739-98.jpg
511,512,DiRT Rally,"DiRT Rally captures the essence of what makes rally unique – that sense of trying to remain in control of your emotions, as you hurtle along at breakneck speed, aiming to squeeze everything out of your car whilst knowing that one crash could irreparably harm your stage time.",86,2015-07-12,https://static.metacritic.com/images/products/games/5/f204a610e6ab9c2a08389fa6ba97fbd9-98.jpg
512,513,Rocket League,Soccer meets driving once again in this physics-based multiplayer-focused sequel to Supersonic Acrobatic Rocket-Powered Battle-Cars. Choose a variety of high-flying vehicles equipped with huge rocket boosters to score aerial goals and pull-off game-changing saves.,86,2015-05-07,https://static.metacritic.com/images/products/games/7/86c5eda872514f55a8a5f6f1e40fdaea-98.jpg
